label,message,character_count,word_count,sentence_count,original_message,clean_message,clean_char_length,clean_word_count,gru_message,label_encoded
ham,Was the actual exam harder than NBME,36,7,1,Was the actual exam harder than NBME,actual exam harder nbme,23,4,was the actual exam harder than nbme,0
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,84,20,4,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,lot sickness thing going round take easy hope feel better soon lol,66,12,a lot of this sickness thing going round take it easy hope u feel better soon lol,0
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,114,27,2,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,kick new season wks free goal news ur mobile txt ur club name eg villa,70,15,kick off a new season with wks free goals news to ur mobile txt ur club name to eg villa to,1
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,96,21,1,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,hey sathya till dint meet even single time saw situation sathya,63,11,hey sathya till now we dint meet not even a single time then how can i saw the situation sathya,0
ham,Gam gone after outstanding innings.,35,6,1,Gam gone after outstanding innings.,gam gone outstanding inning,27,4,gam gone after outstanding innings,0
ham,O i played smash bros  &lt;#&gt;  religiously.,46,14,1,O i played smash bros  &lt;#&gt;  religiously.,played smash bros lt gt religiously,35,6,o i played smash bros lt gt religiously,0
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",276,69,7,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",sir good morning hope good weekend called let know able raise lt gt dad however said would make rest available mid feb amount still quite short hoping would help good day abiola,177,32,sir good morning hope you had a good weekend i called to let you know that i was able to raise lt gt from my dad he however said he would make the rest available by mid feb this amount is still quite short and i was hoping you would help do have a good day abiola,0
ham,Hurry home. Soup is DONE!,25,7,2,Hurry home. Soup is DONE!,hurry home soup done,20,4,hurry home soup is done,0
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",153,39,4,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",good afternoon love good see word ym get tm smart move slave smile drink coffee await,85,16,good afternoon my love it was good to see your words on ym and get your tm very smart move my slave smiles i drink my coffee and await you,0
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,74,19,1,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,quite ok bit ex better go eat smth else feel guilty,51,11,quite ok but a bit ex u better go eat smth now else i ll feel guilty,0
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",154,33,3,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",orange brings ringtones time chart hero free hit week go ringtones pic wap stop receiving tip reply stop,104,18,orange brings you ringtones from all time chart heroes with a free hit each week go to ringtones pics on wap to stop receiving these tips reply stop,1
ham,Lemme know when you're here,27,7,1,Lemme know when you're here,lem know,8,2,lemme know when you re here,0
ham,He needs to stop going to bed and make with the fucking dealing,63,13,1,He needs to stop going to bed and make with the fucking dealing,need stop going bed make fucking dealing,40,7,he needs to stop going to bed and make with the fucking dealing,0
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",147,35,4,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",love brother time talk english grin say hey muhommad penny say hello across sea,79,14,how are you my love are you with your brother time to talk english with him grins say hey muhommad penny says hello from across the sea,0
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,135,27,1,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,tried call reply sm video mobile min unlimited text free camcorder reply call,77,13,we tried to call you re your reply to our sms for a video mobile mins unlimited text free camcorder reply of call now,1
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",154,44,2,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",hey doc pls want get nice shirt hubby nice fiting one budget lt gt help pls load card abi hw keep posted luv mj,111,24,hey doc pls i want to get nice t shirt for my hubby nice fiting ones my budget is lt gt k help pls i will load d card abi hw keep me posted luv mj,0
ham,I remain unconvinced that this isn't an elaborate test of my willpower,70,13,1,I remain unconvinced that this isn't an elaborate test of my willpower,remain unconvinced elaborate test willpower,43,5,i remain unconvinced that this isn t an elaborate test of my willpower,0
ham,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",157,33,3,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",life nothing wen get everything life everything wen miss something real value people wil realized absence gud mrng,114,18,life is nothing wen v get everything but life is everything wen v miss something real value of people wil be realized only in their absence gud mrng,0
ham,how are you? I miss you!,24,8,2,how are you? I miss you!,miss,4,1,how are you i miss you,0
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,85,18,1,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,answerin phone actually pretty reasonable hour sleepy,53,7,i ain t answerin no phone at what is actually a pretty reasonable hour but i m sleepy,0
ham,"Hey , is * rite u put »10 evey mnth is that all?",48,15,1,"Hey , is * rite u put »10 evey mnth is that all?",hey rite put evey mnth,22,5,hey is rite u put evey mnth is that all,0
ham,i am going to bed now prin,26,7,1,i am going to bed now prin,going bed prin,14,3,i am going to bed now prin,0
ham,I think just yourself …Thanks and see you tomo,46,9,1,I think just yourself …Thanks and see you tomo,think thanks see tomo,21,4,i think just yourself thanks and see you tomo,0
ham,If u dun drive then how i go 2 sch.,35,11,1,If u dun drive then how i go 2 sch.,dun drive go sch,16,4,if u dun drive then how i go sch,0
ham,I not at home now lei...,24,7,1,I not at home now lei...,home lei,8,2,i not at home now lei,0
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,166,36,6,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,gsoh good spam lady could male gigolo join uk fastest growing men club reply oncall mjzgroup stop reply stop email,114,20,gsoh good with spam the ladies u could b a male gigolo join the uk s fastest growing mens club reply oncall mjzgroup stop reply stop email,1
ham,Do u hav any frnd by name ashwini in ur college?,48,12,1,Do u hav any frnd by name ashwini in ur college?,hav frnd name ashwini ur college,32,6,do u hav any frnd by name ashwini in ur college,0
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,80,21,2,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,jus finish lunch way home lor tot dun wan stay sch today,56,12,jus finish my lunch on my way home lor i tot u dun wan stay in sch today,0
ham,K then 2marrow are you coming to class.,39,9,1,K then 2marrow are you coming to class.,marrow coming class,19,3,k then marrow are you coming to class,0
ham,Pls send me your address sir.,29,7,1,Pls send me your address sir.,pls send address sir,20,4,pls send me your address sir,0
ham,I want to lick your pussy now...,32,8,1,I want to lick your pussy now...,want lick pussy,15,3,i want to lick your pussy now,0
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",75,18,2,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",yo gon na still stock tomorrow today trying get dubsack,55,10,yo you gonna still be in stock tomorrow today i m trying to get a dubsack,0
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,141,28,5,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,urgent mobile number awarded ukp prize guaranteed call landline claim valid hr ppm,82,13,urgent your mobile number has been awarded a ukp prize guaranteed call from landline claim valid hrs only ppm,1
ham,"I'll see, but prolly yeah",25,7,1,"I'll see, but prolly yeah",see prolly yeah,15,3,i ll see but prolly yeah,0
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,60,16,3,Thought we could go out for dinner. I'll treat you! Seem ok?,thought could go dinner treat seem ok,37,7,thought we could go out for dinner i ll treat you seem ok,0
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,154,40,6,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,stand away heart ache without wonder crave,42,7,where are you what do you do how can you stand to be away from me doesn t your heart ache without me don t you wonder of me don t you crave me,0
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,230,52,5,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,sorry never hear unless book one kinda joke thet really looking skinny white girl one line much camera something like casting look,130,22,sorry you never hear unless you book it one was kinda a joke thet were really looking for skinny white girls the other was one line you can only do so much on camera with that something like that they re casting on the look,0
ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",92,22,2,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",sure thing big man hockey election go longer hour though,56,10,sure thing big man i have hockey elections at shouldn t go on longer than an hour though,0
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,87,22,2,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,watch lor saw swatch one thk quite ok ard need nd opinion leh,61,13,watch lor i saw a few swatch one i thk quite ok ard but i need nd opinion leh,0
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),116,27,3,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),hiya like hlday pic looked horrible took mo hows camp amrca thing speak soon serena,83,15,hiya do u like the hlday pics looked horrible in them so took mo out hows the camp amrca thing speak soon serena,0
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",126,32,5,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",babe go day miss already love loving kiss hope everything go well,65,12,babe how goes that day what are you up to i miss you already my love loving kiss i hope everything goes well,0
ham,Yunny... I'm goin to be late,28,8,2,Yunny... I'm goin to be late,yunny goin late,15,3,yunny i m goin to be late,0
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,160,37,3,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,doc prescribed morphine cause pain med enough waiting mom bring med kick fast gon na try later,94,17,doc prescribed me morphine cause the other pain meds aren t enough waiting for my mom to bring it that med should kick in fast so i m gonna try to be on later,0
ham,"Cool, want me to go to kappa or should I meet you outside mu",60,15,1,"Cool, want me to go to kappa or should I meet you outside mu",cool want go kappa meet outside mu,34,7,cool want me to go to kappa or should i meet you outside mu,0
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",153,37,4,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",hey sexy bun told adore loverboy hope remember thank sister law meatball grin love babe,87,15,hey sexy buns have i told you i adore you loverboy i hope you remember to thank your sister in law for those meatballs grins i love you babe,0
ham,May b approve panalam...but it should have more posts..,55,12,1,May b approve panalam...but it should have more posts..,may approve panalam post,24,4,may b approve panalam but it should have more posts,0
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",157,30,4,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spjanuary male sale hot gay chat cheaper call national rate min cheap min peak stop text call min,97,18,spjanuary male sale hot gay chat now cheaper call national rate from p min cheap to p min peak to stop texts call p min,1
ham,Me i'm not workin. Once i get job...,36,11,2,Me i'm not workin. Once i get job...,workin get job,14,3,me i m not workin once i get job,0
ham,And by when you're done I mean now,34,9,1,And by when you're done I mean now,done mean,9,2,and by when you re done i mean now,0
ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",153,38,3,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",ur luck love someone ur fortune love one love miracle love person love anyone except gud nyt,92,17,its ur luck to love someone its ur fortune to love the one who loves u but its a miracle to love a person who can t love anyone except u gud nyt,0
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,147,38,3,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,hi baby ive got back work wanting see allday hope didnt piss phone today give call xxx,86,17,hi baby ive just got back from work and i was wanting to see u allday i hope i didnt piss u off on the phone today if u are up give me a call xxx,0
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,152,35,4,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,freemsg today day ready horny live town love sex fun game netcollex ltd per msg reply stop end,94,18,freemsg today s the day if you are ready i m horny live in your town i love sex fun games netcollex ltd p per msg reply stop to end,1
ham,Is it your yahoo boys that bring in the perf? Or legal.,55,14,2,Is it your yahoo boys that bring in the perf? Or legal.,yahoo boy bring perf legal,26,5,is it your yahoo boys that bring in the perf or legal,0
ham,No need to say anything to me. I know i am an outsider,54,14,2,No need to say anything to me. I know i am an outsider,need say anything know outsider,31,5,no need to say anything to me i know i am an outsider,0
ham,have you ever had one foot before?,34,8,1,have you ever had one foot before?,ever one foot,13,3,have you ever had one foot before,0
ham,Just got to  &lt;#&gt;,22,10,1,Just got to  &lt;#&gt;,got lt gt,9,3,just got to lt gt,0
ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",103,32,4,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",good need receipt well done yes please tell number could ring,61,11,good no don t need any receipts well done yes please tell what s her number i could ring her,0
ham,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,87,22,1,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,leave wif lar wan carry meh heavy da num familiar,49,10,leave it wif me lar wan to carry meh so heavy is da num familiar to,0
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),153,32,2,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),beautiful truth expression face could seen everyone depression heart could understood loved one gud ni,102,15,beautiful truth expression of the face could be seen by everyone but the depression of heart could be understood only by the loved ones gud ni,0
ham,Infact happy new year. How are you where are you when are we seeing,67,15,2,Infact happy new year. How are you where are you when are we seeing,infact happy new year seeing,28,5,infact happy new year how are you where are you when are we seeing,0
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",146,37,3,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",simpson movie released july name band died start film green day blue day red day send,85,16,in the simpsons movie released in july name the band that died at the start of the film a green day b blue day c red day send a b or c,1
ham,That's a shame! Maybe cld meet for few hrs tomo?,48,13,2,That's a shame! Maybe cld meet for few hrs tomo?,shame maybe cld meet hr tomo,28,6,that s a shame maybe cld meet for few hrs tomo,0
ham,Lol I would but despite these cramps I like being a girl.,57,13,1,Lol I would but despite these cramps I like being a girl.,lol would despite cramp like girl,33,6,lol i would but despite these cramps i like being a girl,0
ham,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,157,36,4,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,wait cornwall hope tonight bad well rock night shite anyway going kip good night speak soon,91,16,i can t wait for cornwall hope tonight isn t too bad as well but it s rock night shite anyway i m going for a kip now have a good night speak to you soon,0
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,139,30,3,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,pls help tell sura expecting battery hont pls send message download movie thanks,80,13,pls help me tell sura that i m expecting a battery from hont and that if should pls send me a message about how to download movies thanks,0
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,160,32,3,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,please call amanda regard renewing upgrading current mobile handset free charge offer end today tel subject,107,16,please call amanda with regard to renewing or upgrading your current t mobile handset free of charge offer ends today tel subject to t s and c s,1
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",158,41,5,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",found way get another app phone eh go net cafe take job geeee need babe crave see,81,17,haven t found a way to get another app for your phone eh will you go to the net cafe did you take that job geeee i need you babe i crave to see you,0
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,90,22,3,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,work mon thurs sat cant leh booked liao day free,48,10,i only work from mon to thurs but sat i cant leh booked liao which other day u free,0
ham,Ü comin to fetch us oredi...,28,7,1,Ü comin to fetch us oredi...,comin fetch u oredi,19,4,comin to fetch us oredi,0
ham,What's nannys address?,22,5,1,What's nannys address?,nanny address,13,2,what s nannys address,0
ham,Haf u eaten? Wat time u wan me 2 come?,38,12,2,Haf u eaten? Wat time u wan me 2 come?,haf eaten wat time wan come,27,6,haf u eaten wat time u wan me come,0
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,144,29,4,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,want new video phone anytime network min half price line rental free text month reply call free delivery,104,18,want a new video phone anytime any network mins half price line rental free text for months reply or call for free delivery,1
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",92,23,1,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",yo call get chance friend mine wanted ask big order,51,10,yo call me when you get the chance a friend of mine wanted me to ask you about a big order,0
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,84,17,2,This single single answers are we fighting? Plus i said am broke and you didnt reply,single single answer fighting plus said broke didnt reply,57,9,this single single answers are we fighting plus i said am broke and you didnt reply,0
ham,It certainly puts things into perspective when something like this happens,74,11,1,It certainly puts things into perspective when something like this happens,certainly put thing perspective something like happens,54,7,it certainly puts things into perspective when something like this happens,0
ham,Now got tv 2 watch meh? U no work today?,40,12,2,Now got tv 2 watch meh? U no work today?,got tv watch meh work today,27,6,now got tv watch meh u no work today,0
ham,i felt so...not any conveying reason.. Ese he... What about me?,63,16,1,i felt so...not any conveying reason.. Ese he... What about me?,felt conveying reason ese,25,4,i felt so not any conveying reason ese he what about me,0
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,134,27,4,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,going got exciting karaoke type activity planned debating whether play football eve feeling lazy though,103,15,how s it going got any exciting karaoke type activities planned i m debating whether to play football this eve feeling lazy though,0
ham,I told that am coming on wednesday.,35,8,1,I told that am coming on wednesday.,told coming wednesday,21,3,i told that am coming on wednesday,0
ham,"Its ok, called mom instead have fun",35,8,1,"Its ok, called mom instead have fun",ok called mom instead fun,25,5,its ok called mom instead have fun,0
ham,Well if I'm that desperate I'll just call armand again,54,12,1,Well if I'm that desperate I'll just call armand again,well desperate call armand,26,4,well if i m that desperate i ll just call armand again,0
ham,Are you at work right now ?,27,7,1,Are you at work right now ?,work right,10,2,are you at work right now,0
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,111,24,2,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,heard anything answering text guessing flaked said jb fantastic,63,9,haven t heard anything and he s not answering my texts so i m guessing he flaked that said the jb is fantastic,0
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",157,40,5,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",mmmmmm love much ahmad wait year begin every second take closer side happy new year love,88,16,mmmmmm i love you so much ahmad i can t wait for this year to begin as every second takes me closer to being at your side happy new year my love,0
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,124,31,1,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,pls full name joke school co fee university florida seem actually lt gt pls holla back,86,16,pls what s the full name of joke s school cos fees in university of florida seem to actually be lt gt k pls holla back,0
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,77,18,2,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ok said got wisdom teeth hidden inside mayb need remove,55,10,ok but they said i ve got wisdom teeth hidden inside n mayb need remove,0
ham,And pls pls drink plenty plenty water,37,7,1,And pls pls drink plenty plenty water,pls pls drink plenty plenty water,33,6,and pls pls drink plenty plenty water,0
ham,How are you doing. How's the queen. Are you going for the royal wedding,71,17,3,How are you doing. How's the queen. Are you going for the royal wedding,queen going royal wedding,25,4,how are you doing how s the queen are you going for the royal wedding,0
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,74,19,2,He's in lag. That's just the sad part but we keep in touch thanks to skype,lag sad part keep touch thanks skype,36,7,he s in lag that s just the sad part but we keep in touch thanks to skype,0
ham,Ok lor then we go tog lor...,28,8,1,Ok lor then we go tog lor...,ok lor go tog lor,17,5,ok lor then we go tog lor,0
ham,Two teams waiting for some players,34,6,1,Two teams waiting for some players,two team waiting player,23,4,two teams waiting for some players,0
ham,Can ü send me a copy of da report?,34,10,1,Can ü send me a copy of da report?,send copy da report,19,4,can send me a copy of da report,0
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",67,17,1,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",swhrt dey hope ur ok tot day love miss take care,48,11,swhrt how u dey hope ur ok tot about u day love n miss take care,0
ham,"Ok da, i already planned. I wil pick you.",41,12,2,"Ok da, i already planned. I wil pick you.",ok da already planned wil pick,30,6,ok da i already planned i wil pick you,0
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",143,28,3,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",urgent please call abta complimentary spanish holiday money cash await collection sae c box po ez ppm,101,17,urgent please call your abta complimentary spanish holiday or money cash await collection sae t cs box po ez ppm,1
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,83,18,1,I just really need shit before tomorrow and I know you won't be awake before like 6,really need shit tomorrow know awake like,41,7,i just really need shit before tomorrow and i know you won t be awake before like,0
ham,I'm good. Have you registered to vote?,38,10,2,I'm good. Have you registered to vote?,good registered vote,20,3,i m good have you registered to vote,0
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",61,17,1,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",hmm ok stay like hour co eye really sore,40,9,hmm ok i ll stay for like an hour cos my eye is really sore,0
ham,Dear got bus directly to calicut,32,6,1,Dear got bus directly to calicut,dear got bus directly calicut,29,5,dear got bus directly to calicut,0
ham,Mm umma ask vava also to come tell him can play later together,62,13,1,Mm umma ask vava also to come tell him can play later together,mm umma ask vava also come tell play later together,51,10,mm umma ask vava also to come tell him can play later together,0
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",79,21,1,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",well general price lt gt oz let know much want,46,10,well the general price is lt gt oz let me know if when how much you want,0
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",158,32,1,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",moment day value morning brings hope afternoon brings faith evening brings luv night brings rest wish find today good morning,125,20,each moment in a day has its own value morning brings hope afternoon brings faith evening brings luv night brings rest wish u find them all today good morning,0
ham,&lt;#&gt;  w jetton ave if you forgot,37,13,1,&lt;#&gt;  w jetton ave if you forgot,lt gt jetton ave forgot,23,5,lt gt w jetton ave if you forgot,0
ham,Ok i'm coming home now.,23,7,1,Ok i'm coming home now.,ok coming home,14,3,ok i m coming home now,0
ham,Can not use foreign stamps in this country.,43,9,1,Can not use foreign stamps in this country.,use foreign stamp country,25,4,can not use foreign stamps in this country,0
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",108,25,1,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",sorry lot friend friend stuff talk actual guy want buy,54,10,sorry it s a lot of friend of a friend stuff i m just now about to talk to the actual guy who wants to buy,0
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP",147,39,4,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP",cmon babe make horny turn txt fantasy babe im hot sticky need reply cost money cancel send stop,95,18,cmon babe make me horny turn me on txt me your fantasy now babe im hot sticky and need you now all replies cost money cancel send stop,1
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,81,16,1,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,wylie update weed dealer carlos went freedom class lunsford,59,9,wylie update my weed dealer carlos went to freedom and had a class with lunsford,0
