clean_message,label_encoded
ok called mom instead fun,0
sweetheart hope kind day one load reason smile biola,0
know thinkin malaria relax child cant handle malaria would worse gastroenteritis take enough replace loss temp reduce give malaria med vomit self limiting illness mean day completely stop,0
good afternoon love good see word ym get tm smart move slave smile drink coffee await,0
good movie ok leave hourish,0
fancy shag interested sextextuk com txt xxuk suzy txts cost per msg tncs website,1
electricity went fml,0
wan meet combine part da rest da project going,0
great,0
two letter copy co one message speak soon,0
hi im relaxing time ever get every day party good night get home tomorrow ish,0
waiting car mum lor leh reach home already,0
ok tell wat time coming later lor,0
still going mall,0
think mentor percent sure,0
rodger burn msg tried call reply sm free nokia mobile free camcorder please call delivery tomorrow,1
haha hope hear receipt sound gd luck,0
free video camera phone half price line rental mths cross ntwk min txts call mobileupd call optout,1
got called tool,0
urgh coach hot smell chip fat thanks especially duvet predictive text word,0
sexy single waiting text age followed gender wither gay men text age followed,1
science tell chocolate melt sunlight please walk sunlight bcoz want loss sweet friend,0
good afternon love today hope good maybe interview wake miss babe passionate kiss across sea,0
themob hit link get premium pink panther game new sugababes crazy zebra animation badass hoody wallpaper free,1
happy new year princess,0
hey told name gautham ah,0
tot reach liao said shirt,0
yeah think use gt atm register sure anyway help let know sure ready,0
yep like pink furniture tho,0
yo jp hungry like mofo,0
worry hope photo shoot went well spiffing fun workage,0
studying free next weekend,0
hello im bored inever thought id get bored tv tell something exciting happened anything,0
guy asking get slipper gone last year,0
dating two started sent text talk sport radio last week connection think coincidence,1
baby promise treat well bet take good care,0
nothing got msg frm tht unknown,0
super da good replacement murali,0
fujitsu series lifebook good,0
hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep,0
pick bout ish time going,0
come slave going shell unconsciously avoiding making unhappy,0
glad talking,0
carlos say mu lt gt minute,0
come aftr lt decimal gt cleaning house,0
fan,0
hey babe far spun spk da mo dead da wrld sleeping da sofa day cool nytho tx fonin hon call mwen im bk frmcloud,0
yar lor wait mum finish sch lunch lor whole morning stay home clean room room quite clean hee,0
ur luck love someone ur fortune love one love miracle love person love anyone except gud nyt,0
alrite jod hows revision goin keris bin doin smidgin way wan na cum college xx,0
spring coming early yay,0
shore takin bus,0
hmph go head big baller,0
garbage bag egg jam bread hannaford wheat chex,0
hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks,0
hi da today class,0
win money music gift voucher every week starting txt word draw tscs url skillgame winaweek age ppermesssubscription,1
nd time tried contact money pound prize claim easy call per minute bt national rate,1
today sunday sunday holiday work,0
wonder get text,0
dare stupid wont tell anything hear wont talk,0
give time walk,0
fyi back parent place south tampa might need deal somewhere else,0
hope scared,0
happy babe woo hoo party dude,0
miss,0
aathi dear,0
worry finished march ish,0
congratulation,0
yeah probably sure ilol let know personally wuldnt bother ur goin mite well,0
hey whats sleeping morning,0
hey angry reply dr,0
mm time dont like fun,0
saying order slipper co pay returning,0
know watching film computer,0
ow dey paid thousad told would call,0
shit surprised went spent evening french guy met town fooled around bit let fuck,0
want tell bad feel basically time text lately need drug,0
realise busy guy trying bother get exam outta way try car gr day,0
ugh apologize admit wrong ask take back,0
nothing smsing xy lor sorry lor da guy neva person sort know lor wan meet xy ask bring along next meeting,0
heard job going wildlife talk tonight want come worzels wizzle whatever,0
enjoy jamster videosound gold club credit new videosounds logo musicnews get fun jamster co uk help call,1
love working home,0
tone club sub expired sub reply monoc mono polyc polys weekly per week txt stop stop msg free stream,1
dhoni luck win big title win,0
thing ape fight death keep something minute let go thats,0
wen ur lovable bcums angry wid dnt take seriously coz angry childish true way showing deep affection care luv kettoda manda nice day da,0
perhaps much easy give account identification tomorrow uni,0
oh right ok make sure load work day got really nasty cough today dry shot really help,0
leaving yet ok lor go elsewhere eat thk,0
wan na art,0
hello moving flat co need arrange pick lamp etc take care hello caroline,0
yes chatting,0
fyi taking quick shower epsilon like lt gt min,0
lol feel bad use money take steak dinner,0
hey babe doin wot nite love annie,0
make tonight,0
turn heater heater set lt gt degree,0
dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing,0
going thru different feeling wavering decision coping individual time heal everything believe,0
enjoy watching playing football basketball anything outdoors,0
still getting good,0
babe hope ok shit night sleep fell asleep knackered dreading work tonight thou upto tonight,0
like cheap happy splash wine make feel better,0
well done blimey exercise yeah kinda remember wot hmm,0
friendship poem dear dear near hear dont get fear live cheer tear always dear gud ni,0
uncle timi help clearing car,0
gud gud chikku tke care sleep well gud nyt,0
babe answering see maybe better reboot ym got photo great,0
youdoing later sar xxx,0
thanks ringtone order reference charged gbp per week unsubscribe anytime calling customer service,1
bank say money,0
hope great new semester wish best made greatness,0
gam gone outstanding inning,0
great church holla get,0
fine give call know want question,0
take mokka player,0
lip synced shangela,0
happening gotten job begun registration permanent residency,0
tap spile seven pub gas st broad st canal ok,0
yep pretty sculpture,0
sm auction nokia get win free auction take part send nokia hg suite land row jhl,1
ur paper,0
yeah right bring tape measure fri,0
co lar ba dao ok pm lor never ask go ah said would ask fri said ask today,0
know mean king havin credit goin bed night night sweet sleep,0
got back dislike bed,0
many people seems special first sight remain special till last sight maintain till life end sh jas,0
family responding anything room went home diwali one called coming make feel like died,0
hello little party animal thought buzz friend grin reminding loved send naughty adoring kiss,0
yes replied mail going management office later plus bank later also wednesday,0
take care sleep well need learn change life need get convinced wait conversation u get convinced time family many sens respect overemphasise role life,0
pure hearted person wonderful smile make even enemy feel guilty enemy catch world smile goodmorning amp smiley sunday,0
hey booked pilate yoga lesson already haha,0
dont know getting message,0
yup leaving right back soon,0
good afternoon sunshine dawn day refreshed happy alive breathe air smile think love always,0
vl bcum difficult,0
cancer mom making big deal regular checkup aka pap smear,0
want please inside outside bedroom,0
aight close still around alex place,0
going dinner msg,0
dear got bus directly calicut,0
noe ben going,0
sorry im stil fucked last nite went tobed got work,0
saturday sunday holiday difficult,0
stitch trouser,0
reached home finally,0
wonder got online love gone net cafe get phone recharged friend net think boytoy,0
xam hall boy asked girl tell starting term dis answer den manage lot hesitation lookin around silently said intha ponnungale ipaditan,0
still got lesson sch,0
thts wat wright brother fly,0
dai downloaded exe file run exe installing,0
thinking chennai forgot come auction,0
well still bit left guy want tonight,0
free top ringtone sub weekly ringtone get st week free send subpoly per week stop sm,1
ard like dat lor juz meet mrt station dun haf come,0
india win level series mean record,0
anyway seriously hit back otherwise light armand always shit vomiting,0
eat fo lunch senor,0
send new number,0
sorry man account dry would want could trade back half could buy shit credit card,0
quite late lar ard anyway wun drivin,0
party alex nichols,0
easy ah sen got selected mean good,0
dad back ph,0
training process,0
oh forwarded message thought send,0
oh charge camera,0
keep payasam rinu brings,0
tomorrow onwards eve work,0
going ikea str aft dat,0
awake snow,0
nope wif si lor aft bathing dog bathe look like going rain soon,0
pocked,0
customer service announcement recently tried make delivery unable please call schedule ref,1
ur chance win money cash every wk txt action url custcare wk,1
seems unnecessarily affectionate,0
swt thought nver get tired little thing lovable person coz somtimes little thing occupy biggest part heart gud ni,0
watever relation built dis world thing remains atlast iz lonlines lotz lot memory feeling,0
free game get rayman golf free game arcade st get ur game setting reply post save activ press key arcade termsapply,1
hey mate hows honey ave good holiday gimmi de goss,0
hello yeah got bath need hair come done yeah,0
loosu go hospital de dont let careless,0
apo mokka player,0
dear hero leaving qatar tonite apt opportunity pls keep touch lt email gt kerala,0
good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy,0
worse us half way stop better complete,0
important message final contact attempt important message waiting customer claim dept expires call,1
cbe really good nowadays lot shop showroom city shaping good,0
princess,0
want go,0
certainly put thing perspective something like happens,0
hey ad crap nite borin without ya boggy boring biatch thanx wait til nxt time il ave ya,0
haha heard text around,0
dun thk quit yet hmmm go jazz yogasana oso go meet em lesson den,0
urgent nd attempt contact money call csbcm wc xx callcost ppm mobilesvary max money,1
project pa come,0
nice line said broken heart plz cum time infront wise trust good,0
asked anthony dad bf,0
much cost,0
bold lt gt,0
special,0
ok lar sleep early nite,0
meeting,0
well done costa del sol holiday money await collection call toclaim sae tc pobox stockport sk xh cost money pm max min,1
hey morning come ask pa,0
thing quick question,0
reach ard min ok,0
uncle checking rewarding month,0
ok also wan watch pm show,0
hi elaine today meeting confirmed,0
happy new year hope good semester,0
wat time finish,0
honey sweetheart darling sexy bun sugar plum loverboy miss boytoy smack as go gym,0
well thats nice bad cant eat,0
got fujitsu ibm hp toshiba got lot model say,0
yar wanted scold yest late already got zhong se qing ask ask go lor still act real,0
o called ubandu run without installing hard disk use o copy important file system give repair shop,0
alright babe justthought sayhey doin nearly endof wk offdam nevamind hook sn uwant lovejen,0
wishing wonderful week,0
lost kilo today,0
gud ni swt drms take care,0
nope think go monday sorry replied late,0
valentine huh proof fb page ugh glad really watch rupaul show tool,0
sorry cant take call right happens waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance,0
nah help never iphone,0
oh phone phoned disconnected,0
dear dave final notice collect tenerife holiday cash award call landline tc sae box cw wx ppm,1
hope great day,0
aiyar hard type later free tell call scold tell,0
planning usually stop find hella weed smoke hella weed,0
work right,0
back lem know ready,0
know dad back,0
job profile seems like bpo,0
much eighth,0
wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal,0
oh dang mean send lol,0
freemsg hi baby wow got new cam moby wan na hot pic fancy chat im utxt rply chat hlp msg rcv,1
ok feel like john lennon,0
yeah pretty much best case scenario,0
urgent mobile awarded money bonus caller prize nd attempt contact call box qu bt national rate,1
borderline yeah whatever,0
urgent mobile awarded money bonus caller prize final try contact call landline box wr ppm,1
freemsg hey darling week word back like fun still tb ok xxx std chgs send money rcv,1
strange watching nd one bed sweet dream miss,0
congrats treat pending mail day mail thru respect mother home check mail,0
curious cuz asked,0
comin fetch u oredi,0
today going college able atten class,0
hello baby get back mom setting computer filling belly go loverboy miss already sigh,0
pick pm go taunton still want come,0
spjanuary male sale hot gay chat cheaper call national rate min cheap min peak stop text call min,1
haha think,0
moment day value morning brings hope afternoon brings faith evening brings luv night brings rest wish find today good morning,0
lol knew saw dollar store,0
flippin shit yet,0
going take babe,0
omg one thing another cat worm bad day end,0
ya told asking wats matter,0
think going finn come,0
crazy ar married like gd looking guy frens like say korean leona fave dun thk aft thinking mayb prob go,0
thank much skyped wit kz sura didnt get pleasure company hope good given ultimatum oh countin aburo enjoy message sent day ago,0
idea guess work hour supposed leave since usual nobody interest figuring shit last second,0
would still cozy exhausted last night nobody went school work everything closed,0
looked addie go back monday suck,0
dude im longer pisces im aquarius,0
nw came hme da,0
guy kadeem selling since break know one guy paranoid fuck like selling without til late tonight,0
sent de webadres geting salary slip,0
reading gud habit nan bari hudgi yorge pataistha ertini kano,0
left vague said would inform person accounting delayed rent discus housing agency renting another place checking online place around usc lt gt,0
shoot doc waiting room,0
honey boo missing,0
love aathi love lot,0
birthday feb lt gt da,0
nice day dear,0
meant calculation lt gt unit lt gt school really expensive started practicing accent important decided year dental school nmde exam,0
mean could keep ur word,0
significance,0
solve case man found murdered lt decimal gt lt gt afternoon wife called police police questioned everyone wife sir sleeping murder took place cook cooking gardener picking vegetable house maid went post office child went play neighbour went marriage police arrested murderer immediately reply reason brilliant,0
sir late paying rent past month pay money lt gt charge felt would inconsiderate nag something give great cost didnt speak however recession wont able pay charge month hence askin well ahead month end please help thanks,0
getting ticket walsall tue th march mate getting sat ill pay treat want go txt bak terry,0
yes princess want catch big strong hand,0
ou guaranteed latest nokia phone gb ipod mp player money prize txt word collect ibhltd ldnw mtmsgrcvd,1
hey charles sorry late reply,0
think steyn surely get one wicket,0
collect valentine weekend paris inc flight hotel money prize guaranteed text paris url,1
yeah imma come cause jay want drug,0
gr poly tone mob direct rply poly title eg poly breathe title crazyin sleepingwith finest ymca getzed co uk pobox wq,1
going lunch,0
wait lt gt min,0
huh early dinner outside izzit,0
workin overtime nigpun,0
thank much skyped wit kz sura didnt get pleasure company hope good given ultimatum oh countin aburo enjoy,0
dude got haircut breezy,0
okay wait ah,0
want cock hubby away need real man satisfy txt wife string action txt stop end txt rec money ea otbox la w,1
late wish,0
sure consent form,0
number vivek,0
fret buy ovulation test strip send wont get til like march send postal address alright okay,0
oops mum somerset bit far back tomo see soon,0
wen ur free come home also tel vikky hav sent mail also better come evening il free today aftr pm,0
time want come,0
tried contact offer new video phone anytime network min half price rental camcorder call reply delivery wed,1
sure relative home sm de pls,0
coughing nothing,0
tell happen dont behave like ok need say,0
know friend already told,0
lt gt oh send home sale,0
registered optin subscriber ur draw money gift voucher entered receipt correct an whats bbc chart,1
hand phone chat wit,0
ur cash balance currently pound maximize ur cash send go msg cc po box tcr,1
pas dis ur contact see wat get red luv wid blue put smile face purple realy hot pink swt orange thnk lyk green realy wana go wid yelow wnt bck black jealous brown miss nw plz giv one color,0
shame maybe cld meet hr tomo,0
telly brdget jones,0
cool night lem know around,0
theoretically yeah could able come,0
gentle baby soon taking lt gt inch deep inside tight pussy,0
oh god happy see message day,0
tonight mate catching sleep new number way,0
lol know hey someone great inpersonation flea forum love,0
released another italian one today cosign option,0
hi keen go kind feel go tomo mind,0
tell who pls,0
mm ask come enough,0
ok msg leave house,0
lasting much hour might get lucky,0
sister kid,0
yup noe leh,0
yunny goin late,0
dunno da next show aft toa payoh got,0
ambrith madurai met arun dha marrge remembr,0
ride equally uneventful many pesky cyclist around time night,0
mm asked call radio,0
dude knw also telugu thts gud gud nyt,0
fine anytime best,0
oh lk tt den take one tt end cine lor dun wan yogasana oso,0
hello need posh bird chap user trial prod champneys put need address dob asap ta,1
tirupur call da,0
operate lt gt,0
freemsg txt call claim reward hour talk time use phone subscribe gbp mnth inc hr stop txtstop,1
boo thing back home little bored already,0
awesome remember last time got somebody high first time diesel,0
dis yijue jus saw ur mail case huiming havent sent num dis num,0
hhahhaahahah rofl wtf nig leonardo room something,0
maybe find something else instead,0
record one night,0
plan family set stone,0
interflora late order interflora flower christmas call place order midnight tomorrow,1
missionary hook doggy hook standing,0
urgent call landline complimentary ibiza holiday money cash await collection sae c po box sk wp ppm,1
wait still clear sure sarcastic want live u,0
many lick take get center tootsie pop,0
know shall speak lt gt minute,0
sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked one remembered everytime bslvyl,0
see,0
nope drivin neva develop da photo lei,0
ready lt gt,0
lol please actually send pic right wan na see pose comb hair dryer something,0
two carton pleased shelf,0
nooooooo gon na bored death day cable internet outage,0
oh god gon na google nearby cliff,0
look da lib got stuff havent finish yet,0
whatever im pretty pissed,0
bluray player,0
oh rite well im best mate pete went week geva longer week,0
thursday,0
set place heart mind mind easily forgets heart always remember wish happy valentine day,0
send content page,0
go buy wif meet later,0
yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop,0
ok come home vl nice meet chat,0
oh ic thought meant mary jane,0
donno scorable,0
christmas occasion celebrated reflection ur value desire affection amp tradition ideal christmas,0
winner specially selected receive money cash money award speak live operator claim call pm cost,1
oh thkin goin yogasana den nd go den rush parco nb okie lor call ready,0
except there chick huge boob,0
hey check da listed da,0
wa efficient gee thanx,0
free,0
much would cost hire hitman,0
ha jus ate honey ar sweet,0
hey babe sorry get sooner gary come fix cause think know go far ptbo say cost lt gt buck know might cheaper find someone second hand machine right let know want babe,0
come pick come immediately aft ur lesson,0
sure make sure know smokin yet,0
yes dont care need bad princess,0
yes care cause know,0
today accept day accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy,0
yeah leave couple minute amp let know get mu,0
went project centre,0
wake already wat picking u later rite taking sq reaching ard smth like dat check arrival time ya soon,0
hey want anything buy,0
urgent mobile awarded money bonus caller prize nd attempt contact call box qu,1
made day great day,0
yeah quite bit left swing tomorrow get,0
dunno leh cant remember mayb lor wat time meeting tmr,0
pick another th done,0
finished eating got plate leftover time,0
host based idp linux system,0
yunny walking citylink faster come hungry,0
thanx darlin im cool thanx bday drink nite morrow take care soon xxx,0
oh mr sheffield wan na play game okay bos nanny give raise give one,0
get ready moan scream,0
free today haf pick parent tonite,0
picking various point,0
problem spending lot quality time together,0
pay like lt gt yr difficult,0
block breaker come deluxe format new feature great graphic mobile buy money replying get bbdeluxe take challenge,1
captain vijaykanth comedy captain tv drunken,0
might go sch yar salon boring,0
anything lar going home dinner,0
babe want dont baby im nasty thing filthyguys fancy rude time sexy bitch go slo hard txt xxx slo msg,1
hui xin da lib,0
yet chikku going room nw bus,0
dad went oredi,0
help propose going back tomorrow,0
willing go apps class,0
watching house entertaining getting whole hugh laurie thing even stick indeed especially stick,0
ujhhhhhhh computer shipped address sandiago parantella lane wtf poop,0
well watch shrek,0
hello news job making wait fifth week yeah im woozles weasel exeter still home,0
private account statement show unredeemed bonus point claim call identifier code expires,1
believe attached seeing every day know best get babe go teach class midnight,0
mum sent many many message since got want know actually getting enjoy rest day,0
anything lor toa payoh got place walk meh,0
purity friendship two smiling reading forwarded message smiling seeing name gud evng,0
telling coulda real valentine never pick nothing,0
hi please get lt gt dollar loan pay back mid february pls,0
whatsup dont want sleep,0
mean confirmed tot juz say oni ok,0
costa del sol holiday money await collection call toclaim sae tc pobox stockport sk xh cost money pm max min,1
wat tht incident,0
sorry light turned green meant another friend wanted lt gt worth may around,0
tell address,0
finished class,0
get garden ready summer free selection summer bulb seed worth money scotsman saturday stop go notxt co uk,1
boy love grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love kano,0
tried contact reply offer video phone anytime network min half price line rental camcorder reply call,1
exact intention,0
dear voucher holder claim week offer pc please go url t c apply stop text txt stop,1
let know kick,0
deep sigh miss really surprised gone net cafe yet get miss,0
shopping eh ger toking abt syd leh haha,0
sale arsenal dartboard good condition double treble,1
get step outta way congrats,0
im gon na miss much,0
gon na go get taco,0
dint slept afternoon,0
still painting ur wall,0
lovely smell bus tobacco,0
hmmm guess go kb power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao,0
yeah impression got,0
aldrine rakhesh ex rtm pls call urgent,0
today voda number ending selected receive money award match please call quoting claim code standard rate app,1
aiyo co sm neva reply wait reply lar tot havent finish ur lab wat,0
fact leave think addie go back school tues wed,0
dont send plus mode,0
per request maangalyam alaipayuthe set callertune caller press copy friend callertune,0
ok meeting later,0
like love arrange,0
moby pub quiz win money high street prize know new duchess cornwall txt first name unsub stop money sp,1
sister got placed birla soft da,0
mu like lt gt second,0
funeral home audrey dad,0
movie call wat,0
cant talk call dont keep calling,0
hello damn christmas thing think decided keep mp doesnt work,0
last chance claim ur money worth discount voucher today text shop savamob offer mobile c savamob pobox uz money sub,1
free nokia motorola upto mths price linerental free net min txt mth free tooth call mobileupd call optout wv,1
well done luv ya,0
hey go jazz power yoga hip hop kb yogasana,0
happen tell truth,0
fwiw reason around time smoke gas afford around someone tell apparently happens somebody want light,0
match started india lt gt,0
happen dear silent tensed,0
rightio well arent bright early morning,0
ok finishing soon,0
happened adventuring,0
plz tell an bslvyl sent via fullonsms com,0
see letter car,0
please come imin town dontmatter urgoin outl reallyneed docd please dontplease dontignore mycalls thecd isv important tome moro,0
would fuckin believe didnt know thurs pre booked cancelled need sacked,0
usually take fifteen fucking minute respond yes question,0
anything lar,0
woke yeesh late fall asleep til lt gt,0
nah straight bring bud drink something actually little useful straight cash,0
one slice one breadstick lol,0
come back tampa ffffuuuuuuu,0
mm entirely sure understood text hey ho weekend,0
good hear,0
specially selected receive pound award call line close cost ppm c apply ag promo,1
nah im goin wrks wot bout,0
free message activate free text message replying message word free term condition visit url,1
sound like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath,0
come mu sorting narcotic situation,0
babe back come back,0
whole car appreciated last two dad map reading semi argument apart thing going ok,0
also remember get dobby bowl car,0
receiving week triple echo ringtone shortly enjoy,1
house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office,0
aww must nearly dead well jez iscoming todo workand whilltake forever,0
wan na watch movie,0
havent stuck orchard dad car going dinner leh free tonight,0
free day sexy st george day pic jordan txt pic dont miss every wk saucy celeb pic pocketbabe co uk money wk,1
dating service asked contact someone shy call revealed pobox uz,1
call da waiting call,0
lmao know well,0
done internet connection slow send try later first thing tomo,0
anyway many good evening,0
sef dey laugh meanwhile darling anjie,0
know people still town,0
give sec breaking lt gt cstore,0
actually nvm got hella cash still lt gt ish,0
mm kanji dont eat anything heavy ok,0
yup thk oso boring wat,0
lastest stereophonics marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap,1
tonight yeah,0
ok found dis pierre cardin one look normal cost sale,0
urgent ur awarded complimentary trip eurodisinc trav aco entry money claim txt dis money morefrmmob shracomorsglsuplt l aj,1
ur change da report big co already made change da previous report,0
come ur home,0
use foreign stamp country,0
well meant opposed drunken night,0
jesus christ bitch trying give drug answer fucking phone,0
got ta,0
tunji queen wishing great day abiola,0
took tablet reaction morning,0
doin baby girl hope okay every time call ure phone miss get touch,0
gon na rip uterus,0
hey chief give bell get need talk royal visit st june,0
call listen extreme dirty live chat going office right total privacy one know sic listening min mp,1
guy bitching acted like interested buying something else next week gave u free,0
much gave morning,0
neva mind ok,0
plan staying night prolly back til late,0
went attend another two round today still reach home,0
guaranteed latest nokia phone gb ipod mp player money prize txt word collect tc llc ny usa mt msgrcvd,1
ok lor go tog lor,0
show ur colour euro offer get england flag lion tone ur phone click following service message info,1
sound great home,0
someone conacted dating service entered phone fancy find call landline pobox tf,1
badrith chennai surely pick u competition,0
let want house,0
table occupied waiting tree,0
mag meeting avo point,0
take post come must text happy reading one wiv hello caroline end favourite bless,0
wat,0
mind ask happened dont say uncomfortable,0
sorry man stash ran dry last night pick sunday,0
thought get watch co thats kind thing get th love much,0
de looking good,0
sir waiting letter,0
sorry ur msg yar lor poor thing one night tmr brand new room sleep,0
jordan got voted last nite,0
didnt get anything da,0
petey boy whereare friendsare thekingshead come canlove nic,0
ok noe busy really bored msg oso dunno wat colour choose one,0
fuck babe miss sooooo much wish sleep bed lonely go sleep dream love,0
dunno let go learn pilate,0
hi durban still number,0
right brah see later,0
yo there class tmrw right,0
ok darlin supose ok worry much film stuff mate babysit call xx,0
know complain num bettr directly go bsnl offc nd apply,0
stop knowing well,0
home,0
abj serving staying dad alone,0
talk atleast day otherwise miss best friend world shakespeare shesil lt gt,0
okay seen pick friday,0
ask princess,0
okey dokey bit sorting stuff,0
nimbomsons yep phone know one obviously co thats real word,0
come round,0
ok every night take warm bath drink cup milk see work magic still need loose weight know,0
win really side long time,0
released vday shirt put make bottom half naked instead white underwear,0
shall send exe mail id,0
thnx dude guy nite,0
going sch mon si need take smth,0
ya came ago,0
important information orange user today lucky day find log onto url fantastic surprise awaiting,1
even cant close eye vava playing umma,0
come life brought sun shiny warming heart putting constant smile face making feel loved cared,0
babe go day sip cappuccino think love send kiss across sea,0
lost pound help,1
dude avatar imp one point thought actually fly room almost tried hittng one reflex,0
wine flowing nevering,0
probs hon doinat mo,0
plural noun research,0
sorry left phone upstairs ok might hectic would bird one fell swoop date,0
hey sorry didntgive ya bellearlier hunny bedbut mite go thepub tr uwana mt load luv jenxxx,0
late said website dont slipper,0
jay told already,0
must book huh going yoga basic sunday,0
neshanth tel,0
yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex way dont know number joke,0
cant pick phone right pls send message,0
ok dear call chechi,0
thk got ta go home urself co going shopping frens present,0
excellent wish together right,0
urgent mobile xxx money bonus caller prize nd attempt reach call asap box qp ppm,1
time coming later,0
ok prob come lunch,0
lol yes add spice day,0
brainless baby doll vehicle sariyag drive madoke barolla,0
popping lt gt ibuprofen help,0
know hook mean right,0
single single answer fighting plus said broke didnt reply,0
come home want miserable,0
slaaaaave must summon time wish come anymore,0
read shame tell take run blame ever really ever long time,0
ok lor ned go toa payoh return smth wan send wat,0
haf msn email,0
dear reached railway happen,0
hi babe thanks coming even though didnt go well wanted bed hope see soon love kiss xxx,0
nobody decide eat dad want chinese,0
love one law make happy person love way friendship one law never make ur friend feel alone alive gud night,0
yes ammae life take lot turn sit try hold steering,0
generally one uncountable noun dictionary piece research,0
dude go sup,0
tired arguing week week want,0
guai shd haf seen naughty free today go jogging,0
kick new season wks free goal news ur mobile txt ur club name eg villa,1
chosen receive money award pls call claim number collect award selected receive valued mobile customer,1
open door,0
mark work tomorrow get work house meet afterwards,0
wat busy wif work,0
bruce amp fowler mom car park long story,0
imagine finally get sink bath put pace maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck,0
thanks temales wonderful thank great week,0
hiding stranger,0
bored come home,0
go walmart stay,0
okie,0
guy never invite anywhere,0
problem,0
new theory argument win situation loses person dont argue ur friend kick amp say always correct,0
need presnts always bcz cant mi love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mn prabha love got dont mi,0
opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,0
week savamob member offer accessible call detail savamob pobox la wu money week savamob offer mobile,1
keep seeing weird shit bein woah realising actually reasonable oh,0
text banneduk see cost textoperator ga xxx,1
oops sorry check mind picking tomo half eight station would ok,0
langport sorry probably bed pm suck ill xmas go sri lanka,0
babe miiiiiiissssssssss need crave geeee sad without babe love,0
gosh pain spose better come,0
one talking,0
jay want work first sound,0
noice text,0
damn poor zac stand chance,0
pay lt decimal gt lakh,0
exactly anyways far jide study visiting,0
forget owns private property good boy always passionate kiss,0
anything lor juz u lor,0
oh baby house come dont new picture facebook,0
text creepy like think forgot,0
say never answer text confirm deny,0
love babe sure everything alrite idiot txt bak girlie,0
fine good hear dear happy new year oh,0
go fool dont cheat others ok,0
sent part,0
thanks da thangam feel happy dear also miss da,0
lt gt guess easy enough,0
worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill,0
know anthony bringing money school fee pay rent stuff like thats need help friend need,0
babe talking think good boy missing love,0
meant apology texting get drug lt gt night,0
got wat buy tell u need come,0
ok lor wan go look,0
came hostel,0
thanks yesterday sir wonderful hope enjoyed burial mojibiola,0
better bb wont use wife doctor,0
good luck draw take place th feb good luck removal send stop customer service,1
yup thk cine better co need go plaza mah,0
speak feel word better silence gud mrng,0
one small prestige problem,0
thing good thanx got exam march ive done revision fran still boyf ive got ta interviw exeter bit worried,0
valued customer pleased advise following recent review mob awarded money bonus prize call,1
yar tot knew dis would happen long ago already,0
need coffee run tomo believe time week already,0
mummy boy good bad positive negative mummy made wait hmmmm,0
neft transaction reference number lt gt r lt decimal gt credited beneficiary account lt gt lt time gt lt gt,0
tried contact reply offer min textand new video phone call reply free delivery tomorrow,1
call close,0
thinking,0
checked heading drop stuff,0
per request melle melle oru minnaminunginte nurungu vettam set callertune caller press copy friend callertune,0
miss much desparate recorded message left day listen hear sound voice love,0
carlos pick swing usf little bit,0
hello per request lt gt r transfered,0
ok wif co like try new thing scared dun like mah co said loud,0
hey leave big deal take care,0
hey anyway,0
hey tmr meet bugis,0
thanks reply today ur visa coming still buying gucci bag sister thing easy uncle john also bill really need think make money later sha,0
lol happens vega stay vega,0
aiyo please got time meh,0
good good job like entrepreneur,0
omg know ate,0
hello lover go new job happy think wake slave send teasing kiss across sea,0
ill lt gt ok,0
eastenders tv quiz flower dot compare violet tulip lily txt chance win money cash wkent,1
office da,0
guy car shop flirting got phone number paperwork called texted nervous course may address call bos tell knowing may get fired,0
xxxmobilemovieclub use credit click wap link next txt message click url xxxmobilemovieclub com qjkgighjjgcbl,1
oh god almost home,0
babe love cover face kiss,0
always saying welp,0
sorry free,0
way home went change batt watch go shop bit lor,0
know mallika sherawat yesterday find lt url gt,0
good registered vote,0
nope,0
hi dear call urgnt know whats problem want work problem least tell wating reply,0
uh head much left,0
oh ya got hip hop open haha thinking go jazz zoom cine actually tonight free leh kb lesson tonight,0
lol busy,0
sister cleared two round birla soft yesterday,0
lol gon na last month cashed left lt gt case collecting week cause announced blog,0
tell thinking plus going stop run,0
